"subject","trial","dots_left","dots_right","correct","rt","confidence"
26,27,52,50,TRUE,1649,2
26,28,52,50,FALSE,1939,3
26,29,50,54,FALSE,1094,3
26,30,56,50,TRUE,817,3
26,31,50,56,TRUE,729,3
26,32,54,50,TRUE,788,3
26,33,54,50,TRUE,1044,3
26,34,52,50,FALSE,746,4
26,35,50,54,TRUE,646,4
26,36,50,54,FALSE,698,4
26,37,50,56,TRUE,827,4
26,38,56,50,FALSE,1627,3
26,39,58,50,TRUE,722,4
26,40,58,50,TRUE,966,4
26,41,50,56,TRUE,966,4
26,42,56,50,TRUE,793,5
26,43,50,54,FALSE,1080,6
26,44,50,56,FALSE,750,5
26,45,58,50,TRUE,819,5
26,46,50,58,TRUE,818,6
26,47,56,50,TRUE,1250,6
26,48,50,56,TRUE,754,5
26,49,50,54,FALSE,773,5
26,50,56,50,TRUE,980,4
26,51,56,50,TRUE,870,3
26,52,54,50,FALSE,847,2
26,53,50,56,TRUE,742,4
26,54,56,50,TRUE,691,4
26,55,54,50,TRUE,820,4
26,56,54,50,TRUE,832,5
26,57,50,52,TRUE,858,4
26,58,50,52,TRUE,829,3
26,59,50,52,TRUE,682,3
26,60,52,50,FALSE,747,2
26,61,54,50,FALSE,571,4
26,62,56,50,FALSE,587,3
26,63,50,58,TRUE,703,4
26,64,50,58,TRUE,729,5
26,65,50,56,TRUE,1483,3
26,66,50,56,TRUE,817,6
26,67,50,54,TRUE,794,6
26,68,54,50,TRUE,798,5
26,69,52,50,FALSE,1018,6
26,70,50,54,FALSE,783,4
26,71,50,56,TRUE,573,5
26,72,56,50,TRUE,592,4
26,73,54,50,FALSE,652,3
26,74,56,50,FALSE,1030,1
26,75,50,58,TRUE,678,2
26,76,58,50,TRUE,750,3
26,77,50,56,TRUE,717,5
26,78,50,56,TRUE,523,5
26,79,54,50,FALSE,824,4
26,80,56,50,FALSE,734,3
26,81,50,58,TRUE,777,2
26,82,50,58,TRUE,770,4
26,83,50,56,TRUE,706,5
26,84,50,56,TRUE,679,4
26,85,50,54,TRUE,1317,6
26,86,54,50,FALSE,772,2
26,87,56,50,TRUE,880,4
26,88,50,56,TRUE,730,4
26,89,54,50,FALSE,582,3
26,90,50,56,TRUE,783,5
26,91,50,56,TRUE,746,3
26,92,54,50,TRUE,939,3
26,93,50,54,TRUE,766,3
26,94,52,50,FALSE,1037,3
26,95,54,50,TRUE,1209,5
26,96,54,50,FALSE,689,5
26,97,50,56,TRUE,677,5
26,98,50,56,TRUE,656,5
26,99,50,54,TRUE,1167,5
26,100,50,54,FALSE,823,4
26,101,56,50,FALSE,802,2
26,102,50,58,TRUE,794,4
26,103,50,58,FALSE,813,3
26,104,60,50,TRUE,881,6
26,105,60,50,TRUE,793,6
26,106,50,58,TRUE,818,6
26,107,58,50,TRUE,843,4
26,108,50,56,TRUE,762,4
26,109,50,56,TRUE,838,4
26,110,50,54,FALSE,863,3
26,111,50,56,FALSE,921,2
26,112,58,50,TRUE,756,4
26,113,58,50,TRUE,6914,3
26,114,50,56,TRUE,909,4
26,115,50,56,TRUE,618,4
26,116,50,54,TRUE,657,5
26,117,54,50,TRUE,719,4
26,118,52,50,TRUE,747,4
26,119,50,52,TRUE,681,5
26,120,50,52,FALSE,714,5
27,1,70,50,TRUE,2516.89999999962,5
27,2,70,50,TRUE,960.289999999986,4
27,3,68,50,TRUE,1926.02999999963,3
27,4,68,50,TRUE,1723.35500000008,4
27,5,50,66,TRUE,1093.23500000028,5
27,6,66,50,TRUE,2330.27500000026,2
27,7,64,50,FALSE,995.50999999974,5
27,8,50,66,FALSE,1612.20500000035,2
27,9,68,50,FALSE,1509.26999999955,5
27,10,50,70,TRUE,1305.31500000053,3
27,11,50,70,TRUE,1263.82999999987,6
27,12,68,50,FALSE,1297.80500000015,4
27,13,70,50,TRUE,1043.77000000022,3
27,14,70,50,TRUE,992.215000000215,4
27,15,50,68,TRUE,927.090000000127,5
27,16,68,50,FALSE,950.115000000544,5
27,17,70,50,TRUE,1188.55500000063,3
27,18,70,50,TRUE,1108.91999999968,2
27,19,68,50,TRUE,1136.99999999972,4
27,20,50,68,TRUE,854.694999999978,5
27,21,50,66,TRUE,865.84999999922,5
27,22,66,50,TRUE,2424.01500000051,2
27,23,50,64,TRUE,1039.92999999992,6
27,24,64,50,FALSE,2544.32499999984,3
27,25,50,66,TRUE,883.514999999548,5
27,26,66,50,TRUE,1264.6850000001,3
27,27,50,64,TRUE,936.885000000068,5
27,28,50,64,TRUE,911.529999999388,5
27,29,50,62,TRUE,910.294999999664,4
27,30,62,50,TRUE,2753.70999999996,3
27,31,60,50,FALSE,811.464999999764,5
27,32,62,50,FALSE,1055.68499999936,6
27,33,64,50,FALSE,1027.64500000014,3
27,34,66,50,TRUE,951.149999999878,2
27,35,66,50,FALSE,1371.56999999937,4
27,36,68,50,TRUE,1222.27000000019,3
27,37,50,68,TRUE,848.429999999993,6
27,38,50,66,TRUE,826.874999999738,4
27,39,50,66,TRUE,638.285000000003,5
27,40,64,50,TRUE,908.330000000191,3
27,41,64,50,TRUE,1042.31499999968,2
27,42,62,50,FALSE,893.265000000625,4
27,43,64,50,TRUE,1036.00000000006,3
27,44,64,50,TRUE,1663.00000000047,5
27,45,62,50,TRUE,1093.49999999994,4
27,46,62,50,TRUE,982.220000000787,5
27,47,50,60,TRUE,864.445000000153,6
27,48,50,60,TRUE,1329.56999999986,6
27,49,50,58,TRUE,811.539999999688,5
27,50,58,50,FALSE,931.029999999737,4
27,51,60,50,TRUE,1233.8800000007,4
27,52,50,60,TRUE,818.584999999992,5
27,53,50,58,TRUE,833.644999999728,6
27,54,58,50,FALSE,1020.92500000069,5
27,55,60,50,FALSE,972.869999999588,6
27,56,50,62,TRUE,850.259999999253,5
27,57,62,50,FALSE,1015.85500000056,5
27,58,50,64,TRUE,826.250000000058,5
27,59,64,50,TRUE,1028.68000000034,4
27,60,50,62,TRUE,907.390000000305,5
27,61,62,50,TRUE,1173.99000000025,4
27,62,50,60,TRUE,848.990000000398,5
27,63,60,50,TRUE,1458.61500000046,4
27,64,58,50,TRUE,1004.50999999978,5
27,65,58,50,TRUE,1135.0849999999,4
27,66,50,56,TRUE,863.624999999971,6
27,67,56,50,TRUE,903.870000000112,5
27,68,50,54,TRUE,1146.68499999971,6
27,69,50,54,FALSE,1027.85000000038,5
27,70,50,56,TRUE,833.994999999966,5
27,71,50,56,TRUE,1108.48499999975,3
27,72,54,50,TRUE,981.869999999617,3
27,73,54,50,FALSE,997.264999999956,4
27,74,50,56,TRUE,874.655000000523,5
27,75,50,56,TRUE,1084.04999999949,3
27,76,54,50,TRUE,1832.6450000004,3
27,77,54,50,TRUE,1240.79999999958,3
27,78,50,52,TRUE,850.599999999744,4
27,79,52,50,FALSE,1123.5400000005,5
27,80,50,54,FALSE,1091.59999999974,3
27,81,56,50,FALSE,882.34500000003,5
27,82,58,50,TRUE,1020.95999999985,3
27,83,58,50,FALSE,1528.05500000069,2
27,84,50,60,TRUE,1531.19000000064,2
27,85,50,60,TRUE,1352.10999999981,2
27,86,50,58,TRUE,1314.09499999974,2
27,87,58,50,TRUE,1067.91999999952,2
27,88,50,56,TRUE,1051.60499999963,3
27,89,56,50,FALSE,1630.80999999965,2
27,90,58,50,FALSE,964.170000000217,2
27,91,60,50,TRUE,1024.91499999998,2
27,92,60,50,TRUE,1323.4000000002,2
27,93,50,58,FALSE,1166.69499999989,1
27,94,50,60,TRUE,1563.87499999977,3
27,95,50,60,TRUE,1000.6999999996,2
27,96,58,50,TRUE,1073.33000000013,2
27,97,50,58,TRUE,996.739999999583,2
27,98,50,56,TRUE,1081.72999999986,2
27,99,50,56,FALSE,1049.98500000057,1
27,100,58,50,TRUE,1157.60999999929,1
27,101,50,58,TRUE,983.154999999912,2
27,102,50,56,FALSE,1421.6849999993,2
27,103,58,50,TRUE,1123.66000000021,3
27,104,58,50,TRUE,918.604999999865,3
27,105,56,50,TRUE,1229.15499999997,2
27,106,56,50,TRUE,886.050000000047,2
27,107,54,50,FALSE,1107.13500000018,2
27,108,50,56,TRUE,939.110000000277,2
27,109,56,50,FALSE,1645.19500000007,1
27,110,50,58,TRUE,911.985000000626,2
27,111,50,58,TRUE,756.62999999983,2
27,112,56,50,TRUE,1084.3450000002,3
27,113,50,56,FALSE,1346.05499999999,2
27,114,50,58,TRUE,877.550000000105,1
27,115,50,58,TRUE,930.164999999746,1
27,116,50,56,TRUE,1275.10499999969,1
27,117,50,56,TRUE,990.18500000058,2
27,118,54,50,TRUE,845.789999999397,1
27,119,54,50,FALSE,665.954999999492,2
27,120,50,56,FALSE,809.839999999851,1
28,1,50,70,TRUE,2211.58500015736,4
28,2,70,50,TRUE,944.63500007987,5
28,3,50,68,TRUE,904.405000153929,5
28,4,50,68,TRUE,3975.27000005357,3
28,5,50,66,TRUE,1877.40000011399,6
28,6,50,66,TRUE,2024.2749999743,5
28,7,50,64,FALSE,2103.21499989368,4
28,8,66,50,FALSE,2439.87499992363,2
28,9,68,50,TRUE,1126.82000012137,5
28,10,50,68,FALSE,4505.01000019722,4
28,11,50,70,TRUE,1471.19499999098,6
28,12,70,50,TRUE,1187.77999980375,5
28,13,50,68,TRUE,1009.90499998443,5
28,14,68,50,TRUE,1185.00999989919,5
28,15,66,50,TRUE,1002.94500007294,4
28,16,50,66,FALSE,2818.17500013858,3
28,17,68,50,TRUE,909.649999812245,5
28,18,50,68,TRUE,1078.08500016108,4
28,19,66,50,TRUE,982.614999869838,5
28,20,66,50,TRUE,1427.26500006393,3
28,21,64,50,TRUE,1043.99999999441,5
28,22,64,50,TRUE,846.364999888465,6
28,23,50,62,TRUE,1261.57999993302,5
28,24,50,62,TRUE,989.259999943897,5
28,25,50,60,TRUE,1745.42000005022,4
28,26,50,60,TRUE,2010.31999988481,5
28,27,58,50,TRUE,2199.24500002526,2
28,28,58,50,TRUE,2798.44500008039,1
28,29,56,50,FALSE,1019.04000015929,3
28,30,50,58,FALSE,3268.68500001729,4
28,31,60,50,TRUE,1058.11500013806,5
28,32,60,50,TRUE,1521.99000003748,4
28,33,50,58,TRUE,906.135000055656,5
28,34,58,50,TRUE,1059.1649999842,5
28,35,56,50,TRUE,1449.61999985389,3
28,36,56,50,FALSE,1266.63500000723,4
28,37,58,50,FALSE,1124.8950001318,5
28,38,50,60,TRUE,1177.43000015616,5
28,39,50,60,TRUE,1102.25999983959,4
28,40,50,58,FALSE,2902.06500003114,2
28,41,60,50,TRUE,1065.85499993525,5
28,42,50,60,TRUE,1049.78000000119,4
28,43,50,58,TRUE,1218.64499989897,4
28,44,50,58,TRUE,1615.71999988519,4
28,45,56,50,TRUE,996.545000001788,5
28,46,50,56,TRUE,1252.60500004515,5
28,47,50,54,FALSE,1320.46500011347,4
28,48,50,56,FALSE,3292.57000004873,3
28,49,50,58,TRUE,1643.25500000268,4
28,50,58,50,TRUE,2177.38000000827,5
28,51,56,50,TRUE,1347.79500006698,4
28,52,50,56,TRUE,971.380000002682,6
28,53,54,50,TRUE,1098.71000004932,5
28,54,54,50,TRUE,1061.89000001177,5
28,55,50,52,FALSE,1058.82999999449,5
28,56,54,50,FALSE,1020.27500001714,5
28,57,50,56,TRUE,3028.51999993436,4
28,58,56,50,TRUE,1709.959999891,4
28,59,50,54,FALSE,2529.23500002362,3
28,60,50,56,FALSE,1612.74500004947,5
28,61,58,50,TRUE,1051.23500013724,4
28,62,58,50,FALSE,1347.42500004359,5
28,63,50,60,TRUE,1545.01500003971,4
28,64,60,50,TRUE,1386.26500009559,4
28,65,50,58,TRUE,1164.52000010759,5
28,66,50,58,TRUE,2055.36000011489,3
28,67,50,56,TRUE,1092.11000008509,4
28,68,50,56,TRUE,1118.12999984249,5
28,69,50,54,TRUE,1223.50999992341,4
28,70,50,54,FALSE,1235.61499989592,3
28,71,50,56,TRUE,1289.5299999509,4
28,72,56,50,TRUE,1247.4350000266,3
28,73,54,50,FALSE,1057.09999985993,5
28,74,56,50,FALSE,1291.78999993019,4
28,75,50,58,FALSE,2208.33999989554,3
28,76,50,60,FALSE,1228.15999994054,4
28,77,62,50,FALSE,1183.46000020392,4
28,78,64,50,TRUE,1030.94500000589,2
28,79,50,64,TRUE,1164.39999989234,5
28,80,50,62,FALSE,2119.85499993898,4
28,81,50,64,TRUE,1039.48000003584,4
28,82,64,50,TRUE,1689.06500004232,3
28,83,50,62,TRUE,866.520000156015,5
28,84,62,50,FALSE,2025.39500012062,3
28,85,64,50,FALSE,1369.94499992579,3
28,86,66,50,TRUE,892.405000049621,6
28,87,50,66,TRUE,1457.54000009038,5
28,88,50,64,FALSE,1373.12499992549,3
28,89,50,66,TRUE,969.714999897406,5
28,90,50,66,TRUE,1240.06500001997,5
28,91,64,50,TRUE,911.400000099093,3
28,92,64,50,TRUE,2059.83499996364,5
28,93,50,62,TRUE,946.35000010021,6
28,94,62,50,TRUE,1007.10000004619,4
28,95,60,50,TRUE,1743.95000003278,5
28,96,50,60,TRUE,909.360000165179,5
28,97,58,50,TRUE,1091.59499988891,4
28,98,58,50,FALSE,4381.03500008583,3
28,99,50,60,TRUE,1118.36999980733,5
28,100,50,60,TRUE,2554.68500009738,2
28,101,58,50,TRUE,2231.20500007644,4
28,102,58,50,FALSE,1111.65999993682,4
28,103,60,50,TRUE,978.744999971241,3
28,104,60,50,TRUE,985.239999834448,5
28,105,50,58,TRUE,1243.68000007235,4
28,106,50,58,TRUE,1341.98999986984,5
28,107,56,50,TRUE,1160.13500001281,4
28,108,56,50,TRUE,3836.96500002407,2
28,109,54,50,TRUE,1733.40999986976,4
28,110,50,54,TRUE,1077.63499999419,4
28,111,52,50,TRUE,1719.84999999404,3
28,112,52,50,TRUE,1970.78999993391,2
28,113,52,50,FALSE,1037.92500006966,4
28,114,54,50,FALSE,1261.66999991983,5
28,115,56,50,TRUE,1079.85000009649,5
28,116,56,50,TRUE,4280.94999981113,3
28,117,54,50,FALSE,1540.28500011191,4
28,118,56,50,TRUE,899.519999977201,2
28,119,56,50,TRUE,1459.40499985591,5
28,120,50,54,TRUE,3081.27000019886,3
29,1,50,70,TRUE,2443.68000000031,3
29,2,70,50,TRUE,973.560000000361,4
29,3,50,68,TRUE,950.804999999491,5
29,4,68,50,TRUE,885.874999999942,5
29,5,50,66,TRUE,1353.84999999951,3
29,6,50,66,TRUE,1129.80500000049,4
29,7,50,64,TRUE,879.399999999805,6
29,8,50,64,TRUE,1174.77999999937,5
29,9,50,62,TRUE,1097.99999999996,4
29,10,62,50,TRUE,929.670000000442,4
29,11,50,60,TRUE,898.830000000089,5
29,12,60,50,TRUE,1347.15000000051,3
29,13,50,58,TRUE,821.129999999357,5
29,14,50,58,TRUE,2507.06499999978,3
29,15,50,56,FALSE,1093.91500000038,3
29,16,58,50,TRUE,849.944999999934,2
29,17,50,58,FALSE,1147.23999999933,3
29,18,50,60,TRUE,1336.26000000004,3
29,19,50,60,TRUE,893.380000000434,3
29,20,50,58,FALSE,1024.37000000009,3
29,21,60,50,TRUE,853.824999999233,5
29,22,60,50,TRUE,1089.32499999992,4
29,23,58,50,TRUE,793.20000000007,5
29,24,58,50,TRUE,774.800000000148,5
29,25,50,56,TRUE,1053.21999999977,3
29,26,56,50,TRUE,821.394999999931,6
29,27,50,54,TRUE,909.819999999847,3
29,28,50,54,FALSE,982.095000000292,4
29,29,50,56,TRUE,870.364999999772,4
29,30,50,56,FALSE,786.989999999612,4
29,31,58,50,TRUE,801.159999999974,4
29,32,50,58,TRUE,775.21000000069,4
29,33,50,56,TRUE,858.164999999644,4
29,34,56,50,TRUE,750.635000000329,5
29,35,54,50,TRUE,823.110000000263,6
29,36,54,50,TRUE,901.104999999909,6
29,37,52,50,TRUE,878.650000000576,5
29,38,52,50,TRUE,889.535000000236,6
29,39,50,52,FALSE,781.180000000866,5
29,40,50,54,FALSE,1150.99999999984,3
29,41,56,50,TRUE,838.670000000086,5
29,42,56,50,TRUE,1150.81999999985,4
29,43,50,54,FALSE,824.529999999853,3
29,44,50,56,FALSE,926.975000000311,4
29,45,50,58,FALSE,1108.40000000007,4
29,46,50,60,FALSE,1237.98999999963,4
29,47,62,50,TRUE,893.450000000477,5
29,48,62,50,TRUE,885.449999999764,6
29,49,50,60,TRUE,949.634999999951,4
29,50,50,60,TRUE,1499.6199999996,3
29,51,50,58,FALSE,1254.19499999954,4
29,52,60,50,TRUE,860.184999999547,3
29,53,50,60,FALSE,903.109999999288,5
29,54,50,62,TRUE,1341.06999999948,2
29,55,62,50,TRUE,851.265000000218,5
29,56,50,60,TRUE,1061.75000000076,6
29,57,50,60,TRUE,1078.64500000051,2
29,58,50,58,TRUE,1397.06000000026,2
29,59,58,50,TRUE,851.254999999597,4
29,60,50,56,FALSE,2106.89000000001,3
29,61,58,50,TRUE,854.714999999473,5
29,62,58,50,TRUE,2621.73999999958,3
29,63,50,56,FALSE,1622.5050000003,4
29,64,50,58,FALSE,1445.36999999944,4
29,65,50,60,TRUE,884.590000000579,5
29,66,50,60,FALSE,1185.09499999983,3
29,67,50,62,TRUE,1125.46999999994,5
29,68,50,62,FALSE,1101.05000000022,3
29,69,64,50,TRUE,940.590000000142,6
29,70,64,50,TRUE,829.539999999717,4
29,71,62,50,TRUE,791.164999999659,4
29,72,50,62,TRUE,869.845000000176,5
29,73,60,50,TRUE,828.054999999935,5
29,74,60,50,TRUE,719.440000000759,6
29,75,58,50,TRUE,910.484999999433,6
29,76,58,50,TRUE,1228.56500000035,4
29,77,56,50,TRUE,2389.79999999993,3
29,78,50,56,TRUE,860.674999999901,5
29,79,50,54,FALSE,1201.31000000038,3
29,80,56,50,TRUE,807.415000000241,3
29,81,56,50,TRUE,795.855000000302,5
29,82,54,50,FALSE,845.945000000007,3
29,83,56,50,TRUE,1578.31000000078,4
29,84,50,56,FALSE,946.794999999838,4
29,85,50,58,FALSE,1484.15000000026,4
29,86,50,60,TRUE,867.40499999997,5
29,87,50,60,FALSE,1149.56500000061,4
29,88,50,62,TRUE,790.355000000069,5
29,89,62,50,TRUE,822.505000000121,6
29,90,60,50,TRUE,1806.09000000005,5
29,91,50,60,TRUE,1165.39999999985,5
29,92,50,58,TRUE,1134.5250000004,4
29,93,58,50,TRUE,940.89500000063,4
29,94,50,56,TRUE,743.454999999813,5
29,95,56,50,FALSE,3858.655,4
29,96,50,58,TRUE,1014.01499999975,3
29,97,58,50,TRUE,916.110000000132,3
29,98,56,50,TRUE,1028.55999999976,3
29,99,56,50,TRUE,854.74000000066,3
29,100,54,50,FALSE,1806.38999999972,3
29,101,50,56,FALSE,1742.36999999994,3
29,102,58,50,TRUE,1101.83000000051,4
29,103,50,58,TRUE,941.060000000085,4
29,104,56,50,FALSE,1062.48000000045,4
29,105,50,58,TRUE,1018.46500000008,4
29,106,58,50,TRUE,771.714999999851,5
29,107,50,56,TRUE,824.055000000051,3
29,108,56,50,TRUE,756.815000000643,5
29,109,54,50,FALSE,990.354999999865,3
29,110,56,50,TRUE,759.204999999376,4
29,111,56,50,TRUE,948.39000000048,4
29,112,54,50,FALSE,1403.81500000058,5
29,113,50,56,TRUE,1832.29499999929,3
29,114,56,50,TRUE,786.364999999932,4
29,115,50,54,TRUE,1088.7250000005,4
29,116,54,50,TRUE,1734.87000000023,3
29,117,52,50,TRUE,822.210000000312,3
29,118,50,52,TRUE,998.195000000123,4
29,119,52,50,TRUE,781.925000000221,5
29,120,50,52,FALSE,1008.07999999961,6
30,1,50,70,TRUE,5247.3,4
30,2,50,70,TRUE,1081.00999999988,5
30,3,68,50,TRUE,992.529999999988,6
30,4,68,50,TRUE,1063.445,4
30,5,50,66,FALSE,848.464999999807,2
30,6,68,50,TRUE,1394.40000000013,4
30,7,68,50,TRUE,1480.49500000002,4
30,8,50,66,TRUE,988.04999999993,5
30,9,66,50,TRUE,779.18999999997,3
30,10,64,50,TRUE,1033.94000000002,2
30,11,64,50,TRUE,2074.57000000022,1
30,12,50,62,FALSE,1545.50999999992,3
30,13,50,64,TRUE,1043.47499999994,5
30,14,50,64,TRUE,1556.21499999984,6
30,15,50,62,TRUE,3106.71499999989,3
30,16,50,62,TRUE,2971.03000000016,2
30,17,50,60,TRUE,3700.09499999993,3
30,18,60,50,TRUE,1257.38000000002,1
30,19,58,50,TRUE,1391.59999999992,4
30,20,50,58,TRUE,5924.35999999999,2
30,21,50,56,TRUE,3389.53500000025,2
30,22,56,50,TRUE,80407.53,1
30,23,54,50,FALSE,58812.95,2
30,24,50,56,TRUE,2084.28499999992,4
30,25,56,50,TRUE,1195.82499999978,3
30,26,50,54,TRUE,1234.15000000023,1
30,27,54,50,TRUE,2717.23500000007,2
30,28,50,52,TRUE,2344.4549999999,5
30,29,50,52,TRUE,2898.86000000022,2
30,30,50,52,TRUE,1533.65499999974,3
30,31,50,52,FALSE,1516.95500000002,1
30,32,50,54,TRUE,2443.20500000002,4
30,33,54,50,TRUE,108366.93,2
30,34,50,52,TRUE,982.029999999679,4
30,35,50,52,FALSE,6477.89999999985,2
30,36,54,50,FALSE,1612.82000000024,5
30,37,50,56,FALSE,1079.07499999966,3
30,38,58,50,TRUE,1142.24999999988,6
30,39,58,50,TRUE,1489.04499999981,5
30,40,56,50,TRUE,14413.0100000002,3
30,41,56,50,FALSE,46206.3049999997,3
30,42,50,58,TRUE,5667.57499999995,2
30,43,58,50,FALSE,37963.9400000001,1
30,44,60,50,TRUE,1596.00999999978,3
30,45,50,60,TRUE,1197.84999999998,5
30,46,50,58,TRUE,1109.26000000024,5
30,47,50,58,TRUE,6145.57500000007,3
30,48,56,50,TRUE,1365.03999999969,5
30,49,50,56,TRUE,1716.875,2
30,50,54,50,TRUE,1357.57999999996,2
30,51,54,50,TRUE,1387.54999999993,1
30,52,52,50,TRUE,8102.15999999992,1
30,53,50,52,TRUE,1382.25000000012,3
30,54,50,52,TRUE,1326.35999999999,4
30,55,50,52,TRUE,1384.46999999997,4
30,56,52,50,TRUE,1279.81499999983,2
30,57,50,52,TRUE,1605.19000000018,3
30,58,52,50,FALSE,14063.7499999999,2
30,59,54,50,TRUE,1500.95999999985,5
30,60,54,50,TRUE,2029.55999999994,2
30,61,50,52,FALSE,1535.72500000021,1
30,62,54,50,FALSE,1380.75500000012,4
30,63,56,50,TRUE,2380.61499999999,2
30,64,56,50,TRUE,2309.54000000027,4
30,65,50,54,TRUE,1363.9600000002,6
30,66,50,54,FALSE,2038.99499999988,4
30,67,56,50,TRUE,1414.62500000035,2
30,68,56,50,FALSE,1381.1649999998,4
30,69,58,50,TRUE,8853.29999999981,4
30,70,58,50,TRUE,7981.10999999975,2
30,71,56,50,TRUE,1594.30999999994,4
30,72,56,50,FALSE,3659.72499999998,5
30,73,58,50,TRUE,1237.43000000017,6
30,74,50,58,TRUE,2510.28000000003,2
30,75,56,50,TRUE,980.57500000007,2
30,76,56,50,FALSE,1639.37499999965,4
30,77,50,58,FALSE,1292.22500000009,5
30,78,60,50,TRUE,933.379999999888,1
30,79,50,60,TRUE,919.785000000033,6
30,80,50,58,TRUE,3556.91500000015,1
30,81,58,50,TRUE,1054.95999999996,6
30,82,50,56,TRUE,1044.17999999982,3
30,83,50,56,TRUE,36485.635,3
30,84,54,50,TRUE,1612.86999999988,4
30,85,54,50,TRUE,1207.2000000003,3
30,86,50,52,FALSE,9118.79000000004,3
30,87,54,50,TRUE,1317.33000000031,4
30,88,54,50,FALSE,942.145000000019,1
30,89,50,56,TRUE,1446.25500000035,5
30,90,56,50,TRUE,10948.4600000001,2
30,91,54,50,FALSE,1421.8550000001,3
30,92,50,56,FALSE,1991.27000000002,1
30,93,58,50,FALSE,2087.39500000002,3
30,94,60,50,TRUE,1660.55499999993,4
30,95,60,50,TRUE,1428.57999999984,2
30,96,58,50,TRUE,813.469999999623,5
30,97,50,58,TRUE,820.7150000002,4
30,98,50,56,TRUE,3925.6399999999,2
30,99,56,50,TRUE,848.344999999972,4
30,100,50,54,TRUE,2003.75000000035,1
30,101,50,54,FALSE,808.065000000177,4
30,102,50,56,TRUE,985.190000000293,2
30,103,56,50,TRUE,902.924999999814,5
30,104,54,50,TRUE,1006.06500000006,6
30,105,54,50,FALSE,933.559999999939,2
30,106,56,50,TRUE,1709.20500000019,4
30,107,56,50,TRUE,1494.18999999994,5
30,108,54,50,FALSE,1397.375,1
30,109,56,50,TRUE,933.719999999972,2
30,110,50,56,TRUE,822.029999999795,4
30,111,50,54,FALSE,755.510000000009,2
30,112,50,56,TRUE,8166.68999999994,1
30,113,56,50,TRUE,130909.32,3
30,114,54,50,TRUE,1221.68499999994,2
30,115,54,50,TRUE,1196.64500000002,4
30,116,52,50,TRUE,887.890000000014,1
30,117,52,50,FALSE,984.595000000321,5
30,118,50,54,FALSE,1460.97499999998,1
30,119,50,56,TRUE,982.785000000149,2
30,120,50,56,TRUE,918.800000000396,2
31,1,70,50,FALSE,4764,2
31,2,72,50,FALSE,3304,3
31,3,74,50,TRUE,934,3
31,4,50,74,TRUE,736,6
31,5,72,50,TRUE,888,6
31,6,50,72,TRUE,1043,6
31,7,70,50,TRUE,783,5
31,8,70,50,TRUE,965,6
31,9,68,50,FALSE,2919,4
31,10,50,70,TRUE,823,5
31,11,50,70,TRUE,903,6
31,12,50,68,TRUE,894,6
31,13,50,68,TRUE,725,6
31,14,50,66,TRUE,802,6
31,15,50,66,TRUE,849,6
31,16,64,50,TRUE,2378,4
31,17,50,64,TRUE,714,6
31,18,62,50,TRUE,667,6
31,19,62,50,FALSE,1057,3
31,20,64,50,TRUE,955,5
31,21,50,64,TRUE,707,6
31,22,62,50,TRUE,732,2
31,23,50,62,TRUE,873,6
31,24,50,60,TRUE,1740,6
31,25,50,60,TRUE,757,4
31,26,58,50,FALSE,703,4
31,27,60,50,FALSE,846,4
31,28,62,50,TRUE,646,5
31,29,50,62,TRUE,743,6
31,30,60,50,TRUE,841,6
31,31,50,60,TRUE,775,4
31,32,58,50,TRUE,621,2
31,33,50,58,FALSE,1420,4
31,34,50,60,FALSE,885,6
31,35,62,50,FALSE,1133,4
31,36,64,50,TRUE,735,4
31,37,64,50,TRUE,727,5
31,38,62,50,TRUE,752,5
31,39,50,62,TRUE,936,3
31,40,50,60,TRUE,1585,4
31,41,60,50,TRUE,794,6
31,42,50,58,TRUE,699,6
31,43,50,58,TRUE,830,5
31,44,50,56,FALSE,655,6
31,45,58,50,TRUE,916,6
31,46,50,58,TRUE,797,6
31,47,50,56,TRUE,814,4
31,48,50,56,TRUE,621,6
31,49,54,50,TRUE,1933,4
31,50,54,50,TRUE,726,6
31,51,50,52,TRUE,607,6
31,52,52,50,TRUE,617,3
31,53,50,52,TRUE,545,6
31,54,52,50,TRUE,704,3
31,55,52,50,FALSE,2240,3
31,56,50,54,TRUE,647,5
31,57,54,50,TRUE,1129,6
31,58,50,52,TRUE,744,6
31,59,52,50,FALSE,1002,3
31,60,50,54,FALSE,654,2
31,61,56,50,TRUE,702,4
31,62,50,56,TRUE,598,4
31,63,54,50,TRUE,716,4
31,64,50,54,TRUE,578,3
31,65,52,50,TRUE,993,3
31,66,52,50,FALSE,770,5
31,67,50,54,TRUE,740,4
31,68,50,54,TRUE,989,4
31,69,52,50,FALSE,812,6
31,70,54,50,FALSE,901,6
31,71,56,50,TRUE,1317,6
31,72,56,50,TRUE,965,5
31,73,50,54,FALSE,750,5
31,74,56,50,FALSE,1294,4
31,75,50,58,FALSE,764,4
31,76,60,50,FALSE,680,4
31,77,50,62,TRUE,744,6
31,78,50,62,TRUE,617,6
31,79,60,50,TRUE,590,3
31,80,50,60,TRUE,647,3
31,81,50,58,TRUE,719,3
31,82,50,58,TRUE,806,3
31,83,50,56,TRUE,608,6
31,84,56,50,FALSE,824,3
31,85,50,58,TRUE,903,6
31,86,50,58,TRUE,825,5
31,87,50,56,TRUE,910,5
